company,city,website,phone,google_rating,google_reviews,intel_json,reply_prob,replied
Synthetic Lead 0249,Miami,https://lead249.example.com,,3.294690660009803,20,"{""place_id"": ""synthetic_0249"", ""types"": [""real_estate_agency"", ""finance""]}",0.05991807547144754,0
Synthetic Lead 0250,Miami,https://lead250.example.com,+1-555-0000250,3.0751081110241962,17,"{""place_id"": ""synthetic_0250"", ""types"": [""insurance_agency""]}",0.038788368925631714,0
Synthetic Lead 0251,St. Petersburg,https://lead251.example.com,,3.602320512850949,9,"{""place_id"": ""synthetic_0251"", ""types"": [""insurance_agency""]}",0.032656634411573994,0
Synthetic Lead 0252,Jacksonville,https://lead252.example.com,+1-555-0000252,4.862477839690816,3,"{""place_id"": ""synthetic_0252"", ""types"": [""point_of_interest"", ""establishment""]}",0.04805384006108077,0
Synthetic Lead 0253,Orlando,https://lead253.example.com,,4.177781916147823,22,"{""place_id"": ""synthetic_0253"", ""types"": [""real_estate_agency""]}",0.15046019667706154,0
Synthetic Lead 0254,Jacksonville,https://lead254.example.com,+1-555-0000254,4.845281881160587,7,"{""place_id"": ""synthetic_0254"", ""types"": [""point_of_interest"", ""establishment""]}",0.09503042094722566,0
Synthetic Lead 0255,Orlando,https://lead255.example.com,+1-555-0000255,4.405491288450438,22,"{""place_id"": ""synthetic_0255"", ""types"": [""real_estate_agency"", ""finance""]}",0.21631467652542974,0
Synthetic Lead 0256,Tampa,https://lead256.example.com,+1-555-0000256,4.591279412857579,7,"{""place_id"": ""synthetic_0256"", ""types"": [""point_of_interest"", ""establishment""]}",0.07689279184555041,0
Synthetic Lead 0257,Tallahassee,https://lead257.example.com,+1-555-0000257,3.7495515023477126,5,"{""place_id"": ""synthetic_0257"", ""types"": [""point_of_interest"", ""establishment""]}",0.028876960189473534,0
Synthetic Lead 0258,Fort Lauderdale,https://lead258.example.com,+1-555-0000258,,0,"{""place_id"": ""synthetic_0258"", ""types"": [""point_of_interest"", ""establishment""]}",0.00040956716498605005,0
Synthetic Lead 0259,St. Petersburg,https://lead259.example.com,+1-555-0000259,4.564357117037173,24,"{""place_id"": ""synthetic_0259"", ""types"": [""real_estate_agency""]}",0.26289718286139085,0
Synthetic Lead 0260,Jacksonville,,+1-555-0000260,3.911676353883154,40,"{""place_id"": ""synthetic_0260"", ""types"": [""real_estate_agency"", ""finance""]}",0.11161991828805062,0
Synthetic Lead 0261,Naples,,+1-555-0000261,4.479770185308084,276,"{""place_id"": ""synthetic_0261"", ""types"": [""real_estate_agency"", ""finance""]}",0.6307449841841043,0
Synthetic Lead 0262,Orlando,https://lead262.example.com,+1-555-0000262,4.483093879287416,28,"{""place_id"": ""synthetic_0262"", ""types"": [""insurance_agency""]}",0.21973614831006252,1
Synthetic Lead 0263,Orlando,https://lead263.example.com,+1-555-0000263,3.925223689434959,35,"{""place_id"": ""synthetic_0263"", ""types"": [""real_estate_agency""]}",0.20089384804743501,0
Synthetic Lead 0264,Miami,https://lead264.example.com,+1-555-0000264,3.638615783864503,5,"{""place_id"": ""synthetic_0264"", ""types"": [""point_of_interest"", ""establishment""]}",0.026293553523222494,0
Synthetic Lead 0265,Jacksonville,,+1-555-0000265,3.6079358340508643,4,"{""place_id"": ""synthetic_0265"", ""types"": [""real_estate_agency""]}",0.013374733607103806,0
Synthetic Lead 0266,Jacksonville,https://lead266.example.com,+1-555-0000266,4.243252770960731,134,"{""place_id"": ""synthetic_0266"", ""types"": [""real_estate_agency""]}",0.5707583711426277,0
Synthetic Lead 0267,St. Petersburg,https://lead267.example.com,,4.3635049343946575,6,"{""place_id"": ""synthetic_0267"", ""types"": [""insurance_agency""]}",0.04621295705508233,0
Synthetic Lead 0268,Orlando,,+1-555-0000268,3.803737084771043,5,"{""place_id"": ""synthetic_0268"", ""types"": [""real_estate_agency""]}",0.018554126580912014,0
Synthetic Lead 0269,Miami,https://lead269.example.com,+1-555-0000269,,0,"{""place_id"": ""synthetic_0269"", ""types"": [""real_estate_agency"", ""finance""]}",0.000552778636923599,0
Synthetic Lead 0270,Fort Lauderdale,https://lead270.example.com,+1-555-0000270,,0,"{""place_id"": ""synthetic_0270"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0271,Naples,https://lead271.example.com,+1-555-0000271,4.509095357332651,6,"{""place_id"": ""synthetic_0271"", ""types"": [""real_estate_agency"", ""finance""]}",0.08337651867050898,1
Synthetic Lead 0272,Orlando,https://lead272.example.com,+1-555-0000272,,0,"{""place_id"": ""synthetic_0272"", ""types"": [""real_estate_agency"", ""finance""]}",0.000552778636923599,0
Synthetic Lead 0273,Miami,https://lead273.example.com,,4.838490416099022,87,"{""place_id"": ""synthetic_0273"", ""types"": [""real_estate_agency""]}",0.6034102217905246,1
Synthetic Lead 0274,Orlando,https://lead274.example.com,+1-555-0000274,3.6993542836217284,7,"{""place_id"": ""synthetic_0274"", ""types"": [""real_estate_agency"", ""finance""]}",0.04748489774316267,0
Synthetic Lead 0275,Tampa,,+1-555-0000275,5.0,3,"{""place_id"": ""synthetic_0275"", ""types"": [""real_estate_agency""]}",0.03308354065009722,0
Synthetic Lead 0276,Orlando,,+1-555-0000276,3.934511747722143,62,"{""place_id"": ""synthetic_0276"", ""types"": [""real_estate_agency"", ""finance""]}",0.16191962221953032,0
Synthetic Lead 0277,Orlando,https://lead277.example.com,+1-555-0000277,4.722436406227214,36,"{""place_id"": ""synthetic_0277"", ""types"": [""point_of_interest"", ""establishment""]}",0.32194070543462866,0
Synthetic Lead 0278,Fort Lauderdale,https://lead278.example.com,+1-555-0000278,4.233993313025545,9,"{""place_id"": ""synthetic_0278"", ""types"": [""real_estate_agency""]}",0.09184357776165847,0
Synthetic Lead 0279,Orlando,https://lead279.example.com,+1-555-0000279,3.9939253107715165,3,"{""place_id"": ""synthetic_0279"", ""types"": [""real_estate_agency"", ""finance""]}",0.03267487053320023,0
Synthetic Lead 0280,Tampa,https://lead280.example.com,+1-555-0000280,,0,"{""place_id"": ""synthetic_0280"", ""types"": [""insurance_agency""]}",0.00040956716498605005,0
Synthetic Lead 0281,Miami,https://lead281.example.com,,4.1142177448918265,18,"{""place_id"": ""synthetic_0281"", ""types"": [""insurance_agency""]}",0.09247303037244103,0
Synthetic Lead 0282,Naples,https://lead282.example.com,+1-555-0000282,3.4203083823471956,81,"{""place_id"": ""synthetic_0282"", ""types"": [""real_estate_agency"", ""finance""]}",0.22363414835480622,0
Synthetic Lead 0283,Tampa,https://lead283.example.com,,4.683649617921386,5,"{""place_id"": ""synthetic_0283"", ""types"": [""real_estate_agency""]}",0.06888794813448498,0
Synthetic Lead 0284,Orlando,https://lead284.example.com,+1-555-0000284,4.958396328569624,18,"{""place_id"": ""synthetic_0284"", ""types"": [""insurance_agency""]}",0.23068377873029977,0
Synthetic Lead 0285,Miami,https://lead285.example.com,+1-555-0000285,3.801544505351655,45,"{""place_id"": ""synthetic_0285"", ""types"": [""real_estate_agency""]}",0.21486661024969,1
Synthetic Lead 0286,Fort Lauderdale,https://lead286.example.com,+1-555-0000286,,0,"{""place_id"": ""synthetic_0286"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0287,Tallahassee,https://lead287.example.com,+1-555-0000287,3.8373042389960124,69,"{""place_id"": ""synthetic_0287"", ""types"": [""point_of_interest"", ""establishment""]}",0.23771848330535428,0
Synthetic Lead 0288,Miami,,+1-555-0000288,3.8857576349316054,4,"{""place_id"": ""synthetic_0288"", ""types"": [""real_estate_agency""]}",0.016837608822399028,0
Synthetic Lead 0289,Miami,https://lead289.example.com,+1-555-0000289,4.587247351932686,29,"{""place_id"": ""synthetic_0289"", ""types"": [""insurance_agency""]}",0.24658444085185283,0
Synthetic Lead 0290,Miami,,+1-555-0000290,4.180730869078294,27,"{""place_id"": ""synthetic_0290"", ""types"": [""real_estate_agency""]}",0.10568147736196108,0
Synthetic Lead 0291,Jacksonville,https://lead291.example.com,+1-555-0000291,,0,"{""place_id"": ""synthetic_0291"", ""types"": [""real_estate_agency"", ""finance""]}",0.000552778636923599,0
Synthetic Lead 0292,Naples,,+1-555-0000292,3.95888376064854,38,"{""place_id"": ""synthetic_0292"", ""types"": [""insurance_agency""]}",0.08573330367558149,0
Synthetic Lead 0293,Tampa,https://lead293.example.com,+1-555-0000293,,0,"{""place_id"": ""synthetic_0293"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0294,Orlando,https://lead294.example.com,,4.248706706478891,7,"{""place_id"": ""synthetic_0294"", ""types"": [""real_estate_agency""]}",0.0631073860910999,0
Synthetic Lead 0295,St. Petersburg,,+1-555-0000295,4.597889004872116,23,"{""place_id"": ""synthetic_0295"", ""types"": [""real_estate_agency""]}",0.1373949940343511,0
Synthetic Lead 0296,St. Petersburg,https://lead296.example.com,,3.976421171335027,15,"{""place_id"": ""synthetic_0296"", ""types"": [""point_of_interest"", ""establishment""]}",0.069785161315805,0
Synthetic Lead 0297,Orlando,https://lead297.example.com,+1-555-0000297,4.175220581224209,35,"{""place_id"": ""synthetic_0297"", ""types"": [""insurance_agency""]}",0.19839774429119214,0
Synthetic Lead 0298,Miami,https://lead298.example.com,+1-555-0000298,4.142250560350533,51,"{""place_id"": ""synthetic_0298"", ""types"": [""real_estate_agency""]}",0.31504058076097446,0
Synthetic Lead 0299,Tampa,https://lead299.example.com,+1-555-0000299,3.7819714425771065,41,"{""place_id"": ""synthetic_0299"", ""types"": [""real_estate_agency"", ""finance""]}",0.19745633327505202,0
Synthetic Lead 0300,St. Petersburg,https://lead300.example.com,+1-555-0000300,4.531040767290876,15,"{""place_id"": ""synthetic_0300"", ""types"": [""real_estate_agency""]}",0.17849717417990138,0
Synthetic Lead 0301,Fort Lauderdale,https://lead301.example.com,+1-555-0000301,4.525124502789183,2,"{""place_id"": ""synthetic_0301"", ""types"": [""real_estate_agency""]}",0.037158101866122346,0
Synthetic Lead 0302,Fort Lauderdale,,+1-555-0000302,4.496777347452784,11,"{""place_id"": ""synthetic_0302"", ""types"": [""real_estate_agency""]}",0.06561369757432654,0
Synthetic Lead 0303,Tallahassee,https://lead303.example.com,+1-555-0000303,4.968482826958822,33,"{""place_id"": ""synthetic_0303"", ""types"": [""real_estate_agency""]}",0.4362034088170459,1
Synthetic Lead 0304,Orlando,https://lead304.example.com,+1-555-0000304,4.924672400618152,5,"{""place_id"": ""synthetic_0304"", ""types"": [""real_estate_agency"", ""finance""]}",0.10024489447174716,0
Synthetic Lead 0305,Orlando,https://lead305.example.com,+1-555-0000305,4.0125276550754325,42,"{""place_id"": ""synthetic_0305"", ""types"": [""point_of_interest"", ""establishment""]}",0.19587540710600715,0
Synthetic Lead 0306,Miami,,+1-555-0000306,4.386526159217089,59,"{""place_id"": ""synthetic_0306"", ""types"": [""point_of_interest"", ""establishment""]}",0.19137950974407045,0
Synthetic Lead 0307,Tallahassee,https://lead307.example.com,+1-555-0000307,3.8881996553708937,23,"{""place_id"": ""synthetic_0307"", ""types"": [""point_of_interest"", ""establishment""]}",0.10897779575230092,0
Synthetic Lead 0308,Jacksonville,https://lead308.example.com,+1-555-0000308,4.211677658057278,0,"{""place_id"": ""synthetic_0308"", ""types"": [""real_estate_agency""]}",0.010221443653541147,0
Synthetic Lead 0309,Orlando,https://lead309.example.com,+1-555-0000309,3.9001252754405678,4,"{""place_id"": ""synthetic_0309"", ""types"": [""real_estate_agency""]}",0.037145125663991065,0
Synthetic Lead 0310,Miami,https://lead310.example.com,,5.0,193,"{""place_id"": ""synthetic_0310"", ""types"": [""insurance_agency""]}",0.7675706063813689,1
Synthetic Lead 0311,St. Petersburg,,+1-555-0000311,4.381849075171481,10,"{""place_id"": ""synthetic_0311"", ""types"": [""point_of_interest"", ""establishment""]}",0.040873347549317915,0
Synthetic Lead 0312,St. Petersburg,https://lead312.example.com,,4.090985435947789,1,"{""place_id"": ""synthetic_0312"", ""types"": [""real_estate_agency"", ""finance""]}",0.015105747572338395,0
Synthetic Lead 0313,Fort Lauderdale,,+1-555-0000313,4.796809285928188,88,"{""place_id"": ""synthetic_0313"", ""types"": [""real_estate_agency""]}",0.4449189999513865,1
Synthetic Lead 0314,Orlando,https://lead314.example.com,+1-555-0000314,3.1146922951022944,20,"{""place_id"": ""synthetic_0314"", ""types"": [""real_estate_agency"", ""finance""]}",0.06047245399018338,0
Synthetic Lead 0315,Naples,https://lead315.example.com,+1-555-0000315,3.1929487025673553,75,"{""place_id"": ""synthetic_0315"", ""types"": [""real_estate_agency"", ""finance""]}",0.1687793981437976,1
Synthetic Lead 0316,St. Petersburg,https://lead316.example.com,+1-555-0000316,4.597919327609887,28,"{""place_id"": ""synthetic_0316"", ""types"": [""point_of_interest"", ""establishment""]}",0.2422631414726972,1
Synthetic Lead 0317,Fort Lauderdale,https://lead317.example.com,+1-555-0000317,4.230234224058684,34,"{""place_id"": ""synthetic_0317"", ""types"": [""real_estate_agency"", ""finance""]}",0.25702397902198004,0
Synthetic Lead 0318,Fort Lauderdale,https://lead318.example.com,+1-555-0000318,4.32522315013038,31,"{""place_id"": ""synthetic_0318"", ""types"": [""real_estate_agency""]}",0.26050482582222406,0
Synthetic Lead 0319,Tallahassee,https://lead319.example.com,,3.5368019483407256,46,"{""place_id"": ""synthetic_0319"", ""types"": [""real_estate_agency""]}",0.14334441289127034,0
Synthetic Lead 0320,Naples,https://lead320.example.com,+1-555-0000320,4.188383144574817,308,"{""place_id"": ""synthetic_0320"", ""types"": [""real_estate_agency""]}",0.735306298038339,1
Synthetic Lead 0321,Jacksonville,https://lead321.example.com,,5.0,64,"{""place_id"": ""synthetic_0321"", ""types"": [""real_estate_agency""]}",0.5724431083160727,0
Synthetic Lead 0322,Tampa,https://lead322.example.com,+1-555-0000322,4.612099809897932,3,"{""place_id"": ""synthetic_0322"", ""types"": [""point_of_interest"", ""establishment""]}",0.039601629784919365,0
Synthetic Lead 0323,Tampa,https://lead323.example.com,+1-555-0000323,4.284853272571406,34,"{""place_id"": ""synthetic_0323"", ""types"": [""insurance_agency""]}",0.21423327011006646,0
Synthetic Lead 0324,St. Petersburg,https://lead324.example.com,+1-555-0000324,3.9804730449475314,79,"{""place_id"": ""synthetic_0324"", ""types"": [""real_estate_agency""]}",0.3631713146092603,0
Synthetic Lead 0325,Fort Lauderdale,https://lead325.example.com,+1-555-0000325,4.002713574065304,85,"{""place_id"": ""synthetic_0325"", ""types"": [""real_estate_agency""]}",0.38581721839279076,0
Synthetic Lead 0326,Miami,https://lead326.example.com,+1-555-0000326,3.135401055399991,12,"{""place_id"": ""synthetic_0326"", ""types"": [""insurance_agency""]}",0.03183903356964522,0
Synthetic Lead 0327,Miami,https://lead327.example.com,+1-555-0000327,4.328820210460581,81,"{""place_id"": ""synthetic_0327"", ""types"": [""insurance_agency""]}",0.4015593923170983,0
Synthetic Lead 0328,Tallahassee,https://lead328.example.com,,4.622741554240927,61,"{""place_id"": ""synthetic_0328"", ""types"": [""real_estate_agency""]}",0.4452067626886813,0
Synthetic Lead 0329,Tallahassee,https://lead329.example.com,+1-555-0000329,3.4121903364146924,440,"{""place_id"": ""synthetic_0329"", ""types"": [""point_of_interest"", ""establishment""]}",0.4737808022553777,1
Synthetic Lead 0330,Naples,https://lead330.example.com,+1-555-0000330,3.869291553846592,8,"{""place_id"": ""synthetic_0330"", ""types"": [""real_estate_agency""]}",0.060988575229549515,0
Synthetic Lead 0331,Tampa,https://lead331.example.com,+1-555-0000331,3.621267683883289,10,"{""place_id"": ""synthetic_0331"", ""types"": [""real_estate_agency""]}",0.058114804875179935,0
Synthetic Lead 0332,St. Petersburg,https://lead332.example.com,+1-555-0000332,3.7173244025956182,13,"{""place_id"": ""synthetic_0332"", ""types"": [""real_estate_agency""]}",0.07767240226898267,0
Synthetic Lead 0333,Tallahassee,https://lead333.example.com,+1-555-0000333,4.2267408134109505,11,"{""place_id"": ""synthetic_0333"", ""types"": [""insurance_agency""]}",0.08175181239848837,0
Synthetic Lead 0334,Orlando,https://lead334.example.com,+1-555-0000334,3.157798922505763,6,"{""place_id"": ""synthetic_0334"", ""types"": [""real_estate_agency"", ""finance""]}",0.02653148997807108,0
Synthetic Lead 0335,Miami,,+1-555-0000335,4.507135219178532,0,"{""place_id"": ""synthetic_0335"", ""types"": [""point_of_interest"", ""establishment""]}",0.004087528485889856,0
Synthetic Lead 0336,Naples,https://lead336.example.com,+1-555-0000336,,0,"{""place_id"": ""synthetic_0336"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0337,Miami,,+1-555-0000337,4.074448705981544,31,"{""place_id"": ""synthetic_0337"", ""types"": [""point_of_interest"", ""establishment""]}",0.08134743161419734,0
Synthetic Lead 0338,Jacksonville,https://lead338.example.com,+1-555-0000338,,0,"{""place_id"": ""synthetic_0338"", ""types"": [""real_estate_agency"", ""finance""]}",0.000552778636923599,0
Synthetic Lead 0339,Fort Lauderdale,https://lead339.example.com,+1-555-0000339,3.7017906869988053,204,"{""place_id"": ""synthetic_0339"", ""types"": [""real_estate_agency""]}",0.48496159212707407,0
Synthetic Lead 0340,Fort Lauderdale,https://lead340.example.com,+1-555-0000340,4.816450967051349,20,"{""place_id"": ""synthetic_0340"", ""types"": [""real_estate_agency""]}",0.279895985843575,1
Synthetic Lead 0341,Orlando,https://lead341.example.com,+1-555-0000341,2.811002859635714,94,"{""place_id"": ""synthetic_0341"", ""types"": [""real_estate_agency""]}",0.13017671152853116,1
Synthetic Lead 0342,St. Petersburg,,+1-555-0000342,4.026238293903241,27,"{""place_id"": ""synthetic_0342"", ""types"": [""point_of_interest"", ""establishment""]}",0.06878221066969373,0
Synthetic Lead 0343,Orlando,https://lead343.example.com,,3.6099996107663705,54,"{""place_id"": ""synthetic_0343"", ""types"": [""real_estate_agency""]}",0.17343682588974213,0
Synthetic Lead 0344,Tallahassee,,+1-555-0000344,4.602285150792419,28,"{""place_id"": ""synthetic_0344"", ""types"": [""real_estate_agency""]}",0.1630800790236219,0
Synthetic Lead 0345,Orlando,https://lead345.example.com,+1-555-0000345,3.8624430239282694,103,"{""place_id"": ""synthetic_0345"", ""types"": [""real_estate_agency"", ""finance""]}",0.3855176838233558,1
Synthetic Lead 0346,Fort Lauderdale,,+1-555-0000346,4.401977010367806,21,"{""place_id"": ""synthetic_0346"", ""types"": [""point_of_interest"", ""establishment""]}",0.08047251313891103,0
Synthetic Lead 0347,St. Petersburg,,+1-555-0000347,4.482730209584547,36,"{""place_id"": ""synthetic_0347"", ""types"": [""real_estate_agency"", ""finance""]}",0.1796788258422252,0
Synthetic Lead 0348,Miami,https://lead348.example.com,+1-555-0000348,5.0,31,"{""place_id"": ""synthetic_0348"", ""types"": [""real_estate_agency"", ""finance""]}",0.42856936298854525,1
Synthetic Lead 0349,Orlando,https://lead349.example.com,+1-555-0000349,,0,"{""place_id"": ""synthetic_0349"", ""types"": [""real_estate_agency""]}",0.000552778636923599,0
Synthetic Lead 0350,St. Petersburg,https://lead350.example.com,,4.388022184811306,32,"{""place_id"": ""synthetic_0350"", ""types"": [""point_of_interest"", ""establishment""]}",0.191236426670789,0
Synthetic Lead 0351,Miami,https://lead351.example.com,+1-555-0000351,3.4574722604362824,293,"{""place_id"": ""synthetic_0351"", ""types"": [""real_estate_agency""]}",0.4778542940271428,0
Synthetic Lead 0352,Miami,,+1-555-0000352,4.795206781646872,14,"{""place_id"": ""synthetic_0352"", ""types"": [""real_estate_agency""]}",0.10648021758278224,0
Synthetic Lead 0353,Tampa,https://lead353.example.com,+1-555-0000353,3.8197455759643177,33,"{""place_id"": ""synthetic_0353"", ""types"": [""point_of_interest"", ""establishment""]}",0.13546757851667798,1
Synthetic Lead 0354,Naples,https://lead354.example.com,+1-555-0000354,3.9196229179561275,90,"{""place_id"": ""synthetic_0354"", ""types"": [""real_estate_agency""]}",0.37348492903705427,1
Synthetic Lead 0355,Jacksonville,https://lead355.example.com,+1-555-0000355,4.188876102575395,78,"{""place_id"": ""synthetic_0355"", ""types"": [""real_estate_agency""]}",0.4226495164874839,1
Synthetic Lead 0356,Tampa,https://lead356.example.com,+1-555-0000356,3.4185578273300754,20,"{""place_id"": ""synthetic_0356"", ""types"": [""insurance_agency""]}",0.06168175157281979,1
Synthetic Lead 0357,Naples,,+1-555-0000357,4.314385014464469,1,"{""place_id"": ""synthetic_0357"", ""types"": [""real_estate_agency""]}",0.00975481169628701,0
Synthetic Lead 0358,Tampa,https://lead358.example.com,+1-555-0000358,4.683733136462505,37,"{""place_id"": ""synthetic_0358"", ""types"": [""real_estate_agency""]}",0.3867527646095356,0
Synthetic Lead 0359,Tampa,https://lead359.example.com,+1-555-0000359,4.346466911748646,1,"{""place_id"": ""synthetic_0359"", ""types"": [""insurance_agency""]}",0.016340917351751836,0
Synthetic Lead 0360,Tampa,,+1-555-0000360,3.4055512179106375,117,"{""place_id"": ""synthetic_0360"", ""types"": [""real_estate_agency"", ""finance""]}",0.14805879905149003,0
Synthetic Lead 0361,Orlando,https://lead361.example.com,+1-555-0000361,4.138095352835171,24,"{""place_id"": ""synthetic_0361"", ""types"": [""real_estate_agency"", ""finance""]}",0.18354169461513828,0
Synthetic Lead 0362,Orlando,https://lead362.example.com,+1-555-0000362,4.571014451489745,66,"{""place_id"": ""synthetic_0362"", ""types"": [""real_estate_agency""]}",0.49930192464780687,1
Synthetic Lead 0363,Fort Lauderdale,https://lead363.example.com,+1-555-0000363,,0,"{""place_id"": ""synthetic_0363"", ""types"": [""insurance_agency""]}",0.00040956716498605005,0
Synthetic Lead 0364,Miami,https://lead364.example.com,+1-555-0000364,3.6626169930911434,3,"{""place_id"": ""synthetic_0364"", ""types"": [""real_estate_agency"", ""finance""]}",0.025194629236266995,0
Synthetic Lead 0365,Fort Lauderdale,https://lead365.example.com,+1-555-0000365,4.6382718020407605,27,"{""place_id"": ""synthetic_0365"", ""types"": [""real_estate_agency""]}",0.3031347140692597,0
Synthetic Lead 0366,Orlando,,+1-555-0000366,4.335047717098643,19,"{""place_id"": ""synthetic_0366"", ""types"": [""real_estate_agency""]}",0.09091870888956159,0
Synthetic Lead 0367,Tampa,https://lead367.example.com,+1-555-0000367,4.405985791063377,11,"{""place_id"": ""synthetic_0367"", ""types"": [""real_estate_agency""]}",0.12516289117993115,0
Synthetic Lead 0368,Miami,,+1-555-0000368,5.0,22,"{""place_id"": ""synthetic_0368"", ""types"": [""insurance_agency""]}",0.14792661337066879,0
Synthetic Lead 0369,Jacksonville,,+1-555-0000369,4.434276389253101,556,"{""place_id"": ""synthetic_0369"", ""types"": [""real_estate_agency""]}",0.7647434742266668,1
Synthetic Lead 0370,St. Petersburg,,+1-555-0000370,4.52894400521659,54,"{""place_id"": ""synthetic_0370"", ""types"": [""real_estate_agency"", ""finance""]}",0.2577456284076136,1
Synthetic Lead 0371,Tampa,https://lead371.example.com,,5.0,70,"{""place_id"": ""synthetic_0371"", ""types"": [""point_of_interest"", ""establishment""]}",0.5222223167174322,0
Synthetic Lead 0372,Miami,https://lead372.example.com,+1-555-0000372,4.093097720954755,55,"{""place_id"": ""synthetic_0372"", ""types"": [""real_estate_agency""]}",0.31781214433571153,0
Synthetic Lead 0373,Orlando,https://lead373.example.com,,3.8010586181907526,118,"{""place_id"": ""synthetic_0373"", ""types"": [""insurance_agency""]}",0.2845887644749493,0
Synthetic Lead 0374,St. Petersburg,https://lead374.example.com,+1-555-0000374,4.413898199123566,15,"{""place_id"": ""synthetic_0374"", ""types"": [""real_estate_agency""]}",0.16170906769424817,0
Synthetic Lead 0375,Orlando,https://lead375.example.com,+1-555-0000375,4.4194955146944475,1,"{""place_id"": ""synthetic_0375"", ""types"": [""real_estate_agency""]}",0.023062898957442516,0
Synthetic Lead 0376,St. Petersburg,https://lead376.example.com,+1-555-0000376,3.936642304026896,16,"{""place_id"": ""synthetic_0376"", ""types"": [""real_estate_agency"", ""finance""]}",0.11171041850581895,0
Synthetic Lead 0377,Orlando,https://lead377.example.com,+1-555-0000377,3.683801490222576,53,"{""place_id"": ""synthetic_0377"", ""types"": [""real_estate_agency""]}",0.2159576211842329,1
Synthetic Lead 0378,Miami,https://lead378.example.com,+1-555-0000378,5.0,6,"{""place_id"": ""synthetic_0378"", ""types"": [""point_of_interest"", ""establishment""]}",0.0945332582258222,0
Synthetic Lead 0379,St. Petersburg,https://lead379.example.com,+1-555-0000379,4.363421735194011,16,"{""place_id"": ""synthetic_0379"", ""types"": [""insurance_agency""]}",0.12609384267021873,0
Synthetic Lead 0380,Tampa,https://lead380.example.com,+1-555-0000380,3.8338573092989625,8,"{""place_id"": ""synthetic_0380"", ""types"": [""real_estate_agency""]}",0.059129242432965703,0
Synthetic Lead 0381,Miami,https://lead381.example.com,+1-555-0000381,4.657965151139799,121,"{""place_id"": ""synthetic_0381"", ""types"": [""real_estate_agency""]}",0.6754042520948037,1
Synthetic Lead 0382,Naples,,+1-555-0000382,4.145427424219333,49,"{""place_id"": ""synthetic_0382"", ""types"": [""real_estate_agency""]}",0.16645199077467324,0
Synthetic Lead 0383,Miami,https://lead383.example.com,+1-555-0000383,4.073559276841085,43,"{""place_id"": ""synthetic_0383"", ""types"": [""point_of_interest"", ""establishment""]}",0.21096308458756446,0
Synthetic Lead 0384,Tampa,,+1-555-0000384,4.4811364359572465,42,"{""place_id"": ""synthetic_0384"", ""types"": [""real_estate_agency"", ""finance""]}",0.20314860251604616,1
Synthetic Lead 0385,Tampa,,+1-555-0000385,3.554058865884155,19,"{""place_id"": ""synthetic_0385"", ""types"": [""real_estate_agency""]}",0.042208557934885114,0
Synthetic Lead 0386,Tampa,https://lead386.example.com,+1-555-0000386,4.376313601958587,25,"{""place_id"": ""synthetic_0386"", ""types"": [""insurance_agency""]}",0.1831559497749263,0
Synthetic Lead 0387,St. Petersburg,https://lead387.example.com,+1-555-0000387,5.0,4,"{""place_id"": ""synthetic_0387"", ""types"": [""real_estate_agency"", ""finance""]}",0.08869951224806341,0
Synthetic Lead 0388,Miami,https://lead388.example.com,+1-555-0000388,4.433088831098655,1,"{""place_id"": ""synthetic_0388"", ""types"": [""real_estate_agency"", ""finance""]}",0.02327949208348368,0
Synthetic Lead 0389,Naples,https://lead389.example.com,+1-555-0000389,4.011893948108268,24,"{""place_id"": ""synthetic_0389"", ""types"": [""real_estate_agency""]}",0.16394151420470593,0
Synthetic Lead 0390,Fort Lauderdale,https://lead390.example.com,+1-555-0000390,3.9464473597858793,29,"{""place_id"": ""synthetic_0390"", ""types"": [""real_estate_agency""]}",0.1782402765923607,0
Synthetic Lead 0391,Naples,https://lead391.example.com,+1-555-0000391,3.9948300133274457,85,"{""place_id"": ""synthetic_0391"", ""types"": [""real_estate_agency""]}",0.3834508960456535,0
Synthetic Lead 0392,St. Petersburg,,+1-555-0000392,4.07301866097611,132,"{""place_id"": ""synthetic_0392"", ""types"": [""real_estate_agency""]}",0.319342701800348,1
Synthetic Lead 0393,Naples,,+1-555-0000393,4.011096733620864,132,"{""place_id"": ""synthetic_0393"", ""types"": [""real_estate_agency""]}",0.3016674326153823,0
Synthetic Lead 0394,Jacksonville,,+1-555-0000394,,0,"{""place_id"": ""synthetic_0394"", ""types"": [""real_estate_agency""]}",0.00024845508183933427,0
Synthetic Lead 0395,Tampa,https://lead395.example.com,+1-555-0000395,3.3333954483955086,13,"{""place_id"": ""synthetic_0395"", ""types"": [""real_estate_agency""]}",0.054333992146814884,0
Synthetic Lead 0396,Tampa,https://lead396.example.com,,4.631000025206067,35,"{""place_id"": ""synthetic_0396"", ""types"": [""real_estate_agency""]}",0.314777640358178,0
Synthetic Lead 0397,Fort Lauderdale,,+1-555-0000397,4.010156737428719,419,"{""place_id"": ""synthetic_0397"", ""types"": [""real_estate_agency""]}",0.5630472317938401,0
